id_aviso,titulo,direccion,barrio,ciudad,moneda,precio,m2_cubiertos,dormitorios,banos,ambientes,tipo_propiedad,link
MLA3514597138,Departamento En Alquiler En Floresta,"Rivera Indarte Al 100, Floresta, Capital Federal",Floresta,Capital Federal,ARS,650000,40.0,,1,20,departamento,https://departamento.mercadolibre.com.ar/MLA-3514597138-departamento-en-alquiler-en-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=1&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3637338538,Excelente 4 Ambientes Amplios - Con Cochera Fija Cubierta  Balcon - 2 Baños Completos- En Inmejorable Estado - Al Frente  Regia Vista,"Av. Gaona 4400, Floresta, Capital Federal",Floresta,Capital Federal,ARS,1300000,,,2,4,departamento,https://departamento.mercadolibre.com.ar/MLA-3637338538-excelente-4-ambientes-amplios-con-cochera-fija-cubierta-balcon-2-banos-completos-en-inmejorable-estado-al-frente-regia-vista-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=2&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1911101529,"Alquier Dto 2 Ambientes Con Balcon, Sobre Av. Directorio","AVENIDA DIRECTORIO Al 3325. Entre Azul Y Pergamino, Floresta, Capital Federal",Floresta,Capital Federal,ARS,700000,40.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1911101529-alquier-dto-2-ambientes-con-balcon-sobre-av-directorio-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=3&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1934913949,Alquiler Departamento Floresta,"Fernandez 377, Floresta, Capital Federal",Floresta,Capital Federal,ARS,480000,30.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1934913949-alquiler-departamento-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=4&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3915392300,Depto Mono Alquiler  En Floresta Con Balcón Frente,"Mercedes 1000, Floresta, Capital Federal",Floresta,Capital Federal,ARS,480000,27.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3915392300-depto-mono-alquiler-en-floresta-con-balcon-frente-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=5&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2061625853,Alquiler Floresta Depto 2 Amb Con Balcón Francés,"Ensenada 100, Floresta, Capital Federal",Floresta,Capital Federal,ARS,595000,35.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2061625853-alquiler-floresta-depto-2-amb-con-balcon-frances-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=6&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2019571945,Alquiler Departamento - Monoambiente Divisible,"Av Directorio Al 3500, Floresta, Capital Federal",Floresta,Capital Federal,ARS,600000,42.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2019571945-alquiler-departamento-monoambiente-divisible-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=7&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2019492067,Alquiler Departamento - Monoambiente Divisible,"Av Directorio Al 3500, Floresta, Capital Federal",Floresta,Capital Federal,ARS,600000,42.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2019492067-alquiler-departamento-monoambiente-divisible-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=8&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1945487519,Alquiler 3 Ambientes Balcon Floresta,"Mercedes 200, Floresta, Capital Federal",Floresta,Capital Federal,ARS,880000,47.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1945487519-alquiler-3-ambientes-balcon-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=9&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2035747249,Alquiler Un Ambiente Floresta,"Mercedes Al 98. Entre Segurola Y Gualeguaychu, Floresta, Capital Federal",Floresta,Capital Federal,ARS,520000,27.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2035747249-alquiler-un-ambiente-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=10&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3881275488,Alquiler 2 Ambientes En Parque Avellaneda,"AV DIRECTORIO Al 4079. Entre Lacarra Y Fernandez, Floresta, Capital Federal",Floresta,Capital Federal,ARS,630000,42.0,,,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3881275488-alquiler-2-ambientes-en-parque-avellaneda-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=11&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3863876222,Se Alquila 2 Amb. Con Patio En Floresta,"Bacacay 3700, Floresta, Capital Federal",Floresta,Capital Federal,ARS,700000,50.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3863876222-se-alquila-2-amb-con-patio-en-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=12&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3732462724,Alquiler Depto Un Ambiente Floresta,"Bahía Blanca Al 76. Entre Avda. Rivadavia Y Yerbal, Floresta, Capital Federal",Floresta,Capital Federal,ARS,490000,30.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3732462724-alquiler-depto-un-ambiente-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=13&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1948886047,Alquiler Monoambiente Al Frente!,"ACOSTA, MARIANO Al 200. Entre Rafaela Y Alberdi, Juan B., Av., Floresta, Capital Federal",Floresta,Capital Federal,ARS,550000,27.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1948886047-alquiler-monoambiente-al-frente-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=14&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1937952103,Se Alquila 7 Amb. Sin Expensas En Floresta,"Bahía Blanca 300, Floresta, Capital Federal",Floresta,Capital Federal,ARS,1500000,150.0,,2,7,departamento,https://departamento.mercadolibre.com.ar/MLA-1937952103-se-alquila-7-amb-sin-expensas-en-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=15&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3823224356,Alquiler | Departamento 3 Ambientes Con Balcón Al Frente  Floresta,"Dolores 9, Floresta, Capital Federal",Floresta,Capital Federal,ARS,770000,60.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3823224356-alquiler-departamento-3-ambientes-con-balcon-al-frente-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=16&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2004535317,Alquiler 3 Ambientes En Floresta,"Mercedes 200, Floresta, Capital Federal",Floresta,Capital Federal,ARS,790000,48.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2004535317-alquiler-3-ambientes-en-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=17&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3574863054,Departamento 3 Amb Con Balcon - Al Frente  - Con Cochera Propia En Edificio - Zona Transitada - Zona Comercial,"(leg-1315) SAN Nicolas Al 400 - Excelente Ubicacion - Zona Comercial, Floresta, Capital Federal",Floresta,Capital Federal,ARS,800000,60.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3574863054-departamento-3-amb-con-balcon-al-frente-con-cochera-propia-en-edificio-zona-transitada-zona-comercial-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=18&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1945077685,Alquiler Departamento 2 Ambientes Patio Floresta,"Mercedes 100, Floresta, Capital Federal",Floresta,Capital Federal,ARS,600000,36.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1945077685-alquiler-departamento-2-ambientes-patio-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=19&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3739765276,Alquiler 2 Ambientes Con Balcon En Floresta,"AV ALBERDI Al 3305. Entre Pergamino Y Azul, Floresta, Capital Federal",Floresta,Capital Federal,ARS,640000,38.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3739765276-alquiler-2-ambientes-con-balcon-en-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=20&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3909093130,Semipiso 3 Ambientes Con Cochera Fija Cubierta,"Av. Mariano Acosta 200, Floresta, Capital Federal",Floresta,Capital Federal,ARS,2000000,95.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3909093130-semipiso-3-ambientes-con-cochera-fija-cubierta-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=21&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3911459118,Ph En Alquiler De 2 Ambientes Con Parrilla En Villa Luro,"Cervantes Y Juan B Justo, Floresta, Capital Federal",Floresta,Capital Federal,ARS,1200000,39.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3911459118-ph-en-alquiler-de-2-ambientes-con-parrilla-en-villa-luro-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=22&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3912789870,Alquiler Departamento 4 Amb Con Parrilla Floresta,"Baradero 0, Floresta, Capital Federal",Floresta,Capital Federal,ARS,1400000,85.0,,1,4,departamento,https://departamento.mercadolibre.com.ar/MLA-3912789870-alquiler-departamento-4-amb-con-parrilla-floresta-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=23&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2061155399,Alquiler Monoambiente Floresta Coc/lav Separados,"Coronel Ramón Lorenzo Falcón 3500, Floresta, Capital Federal",Floresta,Capital Federal,ARS,450000,21.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2061155399-alquiler-monoambiente-floresta-coclav-separados-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=24&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3912812512,"Alquiler Depto. 2 Ambientes, Floresta","Mercedes 200, Floresta, Capital Federal",Floresta,Capital Federal,ARS,550000,34.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3912812512-alquiler-depto-2-ambientes-floresta-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=25&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3905140138,Monoambiente A Estrenar Al Frente Con Balcón En Floresta - Ramón L. Falcón 4300,"Comuna 10, Cnel. Ramón L. Falcón 4300, Floresta, Capital Federal",Floresta,Capital Federal,ARS,580000,32.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3905140138-monoambiente-a-estrenar-al-frente-con-balcon-en-floresta-ramon-l-falcon-4300-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=26&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2031786365,Departamento En Floresta,"Av Avellaneda  Al 3500, Floresta, Capital Federal",Floresta,Capital Federal,ARS,630000,46.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2031786365-departamento-en-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=27&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3860744070,Departamento 2ambientes Planta Baja,"Yerbal 3134, Floresta, Capital Federal",Floresta,Capital Federal,ARS,700000,36.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3860744070-departamento-2ambientes-planta-baja-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=28&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2051992547,"Departamento  En Alquiler En Floresta, Capital Federal, Buenos Aires","Segurola 1500, Floresta, Capital Federal",Floresta,Capital Federal,ARS,1200000,35.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2051992547-departamento-en-alquiler-en-floresta-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=29&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3896208372,Alquiler Departamento 2 Ambientes En Floresta Con Balcón,"Galicia Al 3700, Floresta, Capital Federal",Floresta,Capital Federal,ARS,750000,38.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3896208372-alquiler-departamento-2-ambientes-en-floresta-con-balcon-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=30&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1923653661,Departamento Momoambiente Al Frente Con Balcón,"Ensenada 47, Floresta, Capital Federal",Floresta,Capital Federal,ARS,550000,30.0,,1,,departamento,https://departamento.mercadolibre.com.ar/MLA-1923653661-departamento-momoambiente-al-frente-con-balcon-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=31&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2023525885,Departamento Floresta,"Mercedes Al 100, Floresta, Capital Federal",Floresta,Capital Federal,ARS,550000,,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2023525885-departamento-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=32&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2023525813,Departamento Floresta,"Mercedes Al 100, Floresta, Capital Federal",Floresta,Capital Federal,ARS,550000,,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2023525813-departamento-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=33&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2058108387,Alquiler De Departamento Monoambiente Con Balcón  Floresta,"Dolores Al 226. Entre Avenida Juan B. Alberdi Y Rafaela, Floresta, Capital Federal",Floresta,Capital Federal,ARS,650000,37.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2058108387-alquiler-de-departamento-monoambiente-con-balcon-floresta-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=34&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2013489483,Alquiler Depto. 3 Amb- Muy Buen Estado-floresta,"Calle Doctor Juan Felipe Aranguren 4500, Floresta, Capital Federal",Floresta,Capital Federal,ARS,800000,65.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2013489483-alquiler-depto-3-amb-muy-buen-estado-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=35&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3805187110,Departamento En Floresta,"Dolores 40, Floresta, Capital Federal",Floresta,Capital Federal,ARS,800000,48.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3805187110-departamento-en-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=36&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1937938949,Departamento 2 Ambientes Muy Luminoso 3er Piso X Escalera,"Segurola 235, Floresta, Capital Federal",Floresta,Capital Federal,ARS,650000,33.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1937938949-departamento-2-ambientes-muy-luminoso-3er-piso-x-escalera-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=37&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1899948779,Dto 2 Ambientes Cerca De Av Rivadavia Expensas Incluidas,"Avellaneda Al 3500, Floresta, Capital Federal",Floresta,Capital Federal,ARS,650000,42.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1899948779-dto-2-ambientes-cerca-de-av-rivadavia-expensas-incluidas-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=38&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3732346662,Hermoso Depto. 2 Amb - Alquiler / Floresta,"Avenida Rivadavia 8000, Floresta, Capital Federal",Floresta,Capital Federal,ARS,650000,40.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3732346662-hermoso-depto-2-amb-alquiler-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=39&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3805328704,Departamento En Floresta,"Dolores 40, Floresta, Capital Federal",Floresta,Capital Federal,ARS,800000,48.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3805328704-departamento-en-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=40&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA2042253207,Departamento En Alquiler En Floresta,"Cesar Diaz Al 4500, Floresta, Capital Federal",Floresta,Capital Federal,ARS,1400000,65.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2042253207-departamento-en-alquiler-en-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=41&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3853548940,Departamento De 2 Ambientes Al Frente Con Patio.,"Bahía Blanca 100, Floresta, Capital Federal",Floresta,Capital Federal,ARS,600000,45.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3853548940-departamento-de-2-ambientes-al-frente-con-patio-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=42&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1972777811,Departamento 2 Ambientes Apto Profesional Excelente Estado Y Ubicacion,"Comuna 10, Segurola 1030, Floresta, Capital Federal",Floresta,Capital Federal,ARS,750000,37.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1972777811-departamento-2-ambientes-apto-profesional-excelente-estado-y-ubicacion-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=43&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3768712526,Alq Depto 2 Amb Amoblado En Floresta Con Balcon,"Avenida Gaona 4400, Floresta, Capital Federal",Floresta,Capital Federal,ARS,800000,44.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3768712526-alq-depto-2-amb-amoblado-en-floresta-con-balcon-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=44&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1873443491,Depto 2 Amb En Alquiler - Floresta,"Comuna 10, Av. Rivadavia 8639, Floresta, Capital Federal",Floresta,Capital Federal,ARS,690000,50.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1873443491-depto-2-amb-en-alquiler-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=45&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3841084028,Departamento 2 Ambientes En Alquiler - Floresta,"Comuna 10, Av. Rivadavia 8941, Floresta, Capital Federal",Floresta,Capital Federal,ARS,700000,42.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3841084028-departamento-2-ambientes-en-alquiler-floresta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=46&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3853158558,3 Amb Con Balcon Aterrazado !,"Av. Rivadavia 8650, Floresta, Capital Federal",Floresta,Capital Federal,ARS,900000,56.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3853158558-3-amb-con-balcon-aterrazado--_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=47&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA3791087266,Departamento 2 Ambientes Luminoso Super Moderno Excelente Estado Bahia Blanca Alt 400 Floresta Caba,"Bahía Blanca 417, Floresta, Capital Federal",Floresta,Capital Federal,ARS,650000,50.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3791087266-departamento-2-ambientes-luminoso-super-moderno-excelente-estado-bahia-blanca-alt-400-floresta-caba-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=48&type=item&tracking_id=226d0e74-4897-4c69-8de4-e8921dcdb09a&sid=search
MLA1907854071,Departamento En Alquiler Amueblado Y Equipado Con Amenities.,"Concepcion Arenal Al 3400, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,1900,80.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1907854071-departamento-en-alquiler-amueblado-y-equipado-con-amenities-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=1&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3912417490,Monoambiente Con Balcon. Super Luminoso! Santos Dumont Y Corrientes!,"Santos Dumont Al 4000, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,450000,30.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3912417490-monoambiente-con-balcon-super-luminoso-santos-dumont-y-corrientes-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=2&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2057942673,Departamento En Alquiler Amueblado Y Equipado Con Amenities.,"Concepcion Arenal Al 3400, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,1800,70.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2057942673-departamento-en-alquiler-amueblado-y-equipado-con-amenities-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=3&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2057531981,Departamento - Chacarita,"Federico Lacroze Al 3500, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,890000,40.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2057531981-departamento-chacarita-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=4&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3906239756,Departamento - Chacarita,"Federico Lacroze Al 3500, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,890000,40.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3906239756-departamento-chacarita-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=5&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA2058042833,"Monoambiente 1º. Frente. Balcón. Pileta, Solarium. Amenities.-  Av. Corrientes Al 6300 - Chacarita","Av. Corrientes Al 6300, Chacarita, Capital Federal",Chacarita,Capital Federal,ARS,700000,33.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2058042833-monoambiente-1-frente-balcon-pileta-solarium-amenities-av-corrientes-al-6300-chacarita-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=6&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3517171328,Departamento En Alquiler Amueblado Y Equipado.,"Concepcion Arenal Al 3400, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,900,34.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3517171328-departamento-en-alquiler-amueblado-y-equipado-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=7&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
MLA3823228930,Departamento En Alquiler Amueblado Y Equipado.,"Concepcion Arenal Al 3400, Chacarita, Capital Federal",Chacarita,Capital Federal,USD,2000,105.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3823228930-departamento-en-alquiler-amueblado-y-equipado-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=8&type=item&tracking_id=e98f2e27-698a-4a1b-8802-76580c2ed9c5&sid=search
