id_aviso,titulo,direccion,barrio,ciudad,moneda,precio,m2_cubiertos,dormitorios,banos,ambientes,tipo_propiedad,link
MLA1972875577,Departamento 3 Ambientes Amoblado Y Equipado En Boedo,"Carlos Calvo 3679, Cdad. Autónoma De Buenos Aires, Argentina, Boedo, Capital Federal",Boedo,Capital Federal,USD,930,65.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1972875577-departamento-3-ambientes-amoblado-y-equipado-en-boedo-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=7&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3545707794,Alquiler - 1 Ambiente - Boedo,"Garay 3472, Boedo, Capital Federal",Boedo,Capital Federal,ARS,480000,22.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3545707794-alquiler-1-ambiente-boedo-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=8&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA1864499303,Excelente 3 Ambientes Muy Luminoso Piso 16,"Avenida San Juan 4362, Boedo, Capital Federal",Boedo,Capital Federal,ARS,890000,45.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1864499303-excelente-3-ambientes-muy-luminoso-piso-16-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=9&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3914918794,Alquiler 2 Ambientes A Estrenar,"Castro Al 1600, Boedo, Capital Federal",Boedo,Capital Federal,ARS,750000,47.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3914918794-alquiler-2-ambientes-a-estrenar-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=10&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3917011938,2 Ambientes A Pasos De Av. Boedo. Opcion Amoblado,"Avenida Pavón 3700, Boedo, Capital Federal",Boedo,Capital Federal,ARS,550000,41.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3917011938-2-ambientes-a-pasos-de-av-boedo-opcion-amoblado-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=11&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA2032551705,Alquiler 2 Amb C/cochera,"Sanchez De Loria 1000, Boedo, Capital Federal",Boedo,Capital Federal,ARS,950000,38.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2032551705-alquiler-2-amb-ccochera-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=12&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3821135526,"Boedo, Depto. 1 Ambientes, A Estrenar. C/amenities. Carlos Calvo Y 24 De Noviembre","Carlos Calvo 3233, Cdad. Autónoma De Buenos Aires, Argentina, Boedo, Capital Federal",Boedo,Capital Federal,ARS,800000,36.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3821135526-boedo-depto-1-ambientes-a-estrenar-camenities-carlos-calvo-y-24-de-noviembre-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=13&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA2024150139,Departamento En Alquiler En Boedo,"MUÑIZ Al 1085. Entre Av San Juan Y Bidegain, Pedro, Boedo, Capital Federal",Boedo,Capital Federal,ARS,1100000,55.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2024150139-departamento-en-alquiler-en-boedo-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=14&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3911213256,Carlos Calvo  Al 3600 - Alquiler Amplio 3 Ambientes C/ Balcón Corrido - Boedo,"Carlos Calvo  Al 3600 - Alquiler Amplio 3 Ambientes C/ Balcón Corrido - Boedo, Boedo, Capital Federal",Boedo,Capital Federal,ARS,1000000,70.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3911213256-carlos-calvo-al-3600-alquiler-amplio-3-ambientes-c-balcon-corrido-boedo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=15&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3727512300,Alquiler Temporario O Estándar - Expensas Y Wifi Incluido,"Av. Boedo Al 1311. Entre Tarija Y Pavon, Boedo, Capital Federal",Boedo,Capital Federal,USD,600,38.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3727512300-alquiler-temporario-o-estandar-expensas-y-wifi-incluido-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=16&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3911209346,Sanchez De Loria  Al 700 - Alquiler 2 Ambientes - Boedo,"Sanchez De Loria  Al 700 - Alquiler 2 Ambientes - Boedo, Boedo, Capital Federal",Boedo,Capital Federal,ARS,580000,38.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3911209346-sanchez-de-loria-al-700-alquiler-2-ambientes-boedo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=17&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3861962496,Monoambiente A Estrenar Con Balcón Y Vista Abierta,"Sanchez De Loria 900, Boedo, Capital Federal",Boedo,Capital Federal,ARS,650000,30.0,,1,,departamento,https://departamento.mercadolibre.com.ar/MLA-3861962496-monoambiente-a-estrenar-con-balcon-y-vista-abierta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=18&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA1992987327,Alquiler Amoblado Y Equipado 3 Ambientes Altos Porteños,"Carlos Calvo  3000, Boedo, Capital Federal",Boedo,Capital Federal,USD,1400,67.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1992987327-alquiler-amoblado-y-equipado-3-ambientes-altos-portenos-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=19&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3528843648,Departamento - Boedo,"SAN Juan Al 3400, Boedo, Capital Federal",Boedo,Capital Federal,ARS,700000,55.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3528843648-departamento-boedo-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=20&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3727538100,Departamento En Alquiler En Boedo,"Av. Boedo Al 1311. Entre Tarija Y Pavon, Boedo, Capital Federal",Boedo,Capital Federal,ARS,600000,38.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3727538100-departamento-en-alquiler-en-boedo-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=21&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA2063183125,Departamento En Boedo,"Cochabamba 4200, Boedo, Capital Federal",Boedo,Capital Federal,ARS,900000,31.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2063183125-departamento-en-boedo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=22&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA2063169623,Departamento En Boedo,"Cochabamba 4200, Boedo, Capital Federal",Boedo,Capital Federal,ARS,750000,31.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2063169623-departamento-en-boedo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=23&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA2019919193,Departamento En Alquiler En Boedo,"MAZA Al 700, Boedo, Capital Federal",Boedo,Capital Federal,ARS,980000,80.0,,1,5,departamento,https://departamento.mercadolibre.com.ar/MLA-2019919193-departamento-en-alquiler-en-boedo-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=24&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA1875146145,Departamento En Alquiler En Boedo,"MAZA Al 700, Boedo, Capital Federal",Boedo,Capital Federal,ARS,980000,80.0,,1,5,departamento,https://departamento.mercadolibre.com.ar/MLA-1875146145-departamento-en-alquiler-en-boedo-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=25&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3915344154,3 Ambientes Con Balcon Al Frente Muy Luminoso!,"ABC, Av. Independencia 3345, Once, Boedo, Capital Federal",Boedo,Capital Federal,ARS,800000,65.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3915344154-3-ambientes-con-balcon-al-frente-muy-luminoso-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=26&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA2060905585,2 Ambientes Frente 44 M2 Dueño Directo Zona Boedo,"Constitución 3686, Boedo, Capital Federal",Boedo,Capital Federal,ARS,700000,44.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2060905585-2-ambientes-frente-44-m2-dueno-directo-zona-boedo-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=27&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA2031750261,Alquiler 2 Amb 50m Boedo Pavon 3700/colombres,"Av. Pavón 3750, C1256AAV C1256AAS, Cdad. Autónoma De Buenos Aires, Argentina, Boedo, Capital Federal",Boedo,Capital Federal,ARS,700000,45.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2031750261-alquiler-2-amb-50m-boedo-pavon-3700colombres-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=28&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3796286136,Alquiler 2 Ambientes Boedo Con Balcón Pileta Y Gym. Dueña Directa,"Av. San Juan 3760, Boedo, Capital Federal",Boedo,Capital Federal,ARS,950000,45.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3796286136-alquiler-2-ambientes-boedo-con-balcon-pileta-y-gym-duena-directa-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=29&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3860739490,Hermoso Dto Muy Luminoso  Con Balcon Al Frente 2do Piso X Esc,"Av. Independencia 3430, Boedo, Capital Federal",Boedo,Capital Federal,ARS,650000,40.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3860739490-hermoso-dto-muy-luminoso-con-balcon-al-frente-2do-piso-x-esc-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=30&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3903891444,"Dueño Alquila Departamento De 2 Ambientes, Al Frente En Boedo, Con Cochera Opcional.","Av. San Juan 3600 - 3900, Boedo, Capital Federal",Boedo,Capital Federal,ARS,950000,45.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3903891444-dueno-alquila-departamento-de-2-ambientes-al-frente-en-boedo-con-cochera-opcional-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=31&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3769061444,Dueño Directo Alquila Monoambiente. En El Corazón Del Barrio De Boedo. Coordinar Visita Por Whatsapp-,"Castro 600 - 900, Boedo, Capital Federal",Boedo,Capital Federal,ARS,550000,20.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3769061444-dueno-directo-alquila-monoambiente-en-el-corazon-del-barrio-de-boedo-coordinar-visita-por-whatsapp--_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=32&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA2016355159,Departamento Con Baño Y Cocina Todo Incluido Sin Garantía,"Cochabamba 3000 - 3300, Boedo, Capital Federal",Boedo,Capital Federal,ARS,500000,25.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2016355159-departamento-con-bano-y-cocina-todo-incluido-sin-garantia-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=33&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3763460818,"Boedo 2 Ambientes Super Luminoso, Vista Panoramica","Inclán 4278, Boedo, Capital Federal",Boedo,Capital Federal,ARS,450000,31.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3763460818-boedo-2-ambientes-super-luminoso-vista-panoramica-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=34&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA3917329592,Alquiler 2 Ambientes En Boedo,"Castro Barros 1100, Boedo, Capital Federal",Boedo,Capital Federal,ARS,590000,35.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3917329592-alquiler-2-ambientes-en-boedo-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=35&type=item&tracking_id=bfb9944b-735a-4ac7-9ccf-272f59322ab5&sid=search
MLA1896947971,Alquiler De Depto 3 Amb Cohglan,"MELIAN, AV. Al 2558 /78/8. Entre Monroe Y Blanco Encalada, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,1100000,60.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1896947971-alquiler-de-depto-3-amb-cohglan-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=1&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA1944177673,Alquiler | Monoambiente Con Balcón | Coghlan,"ROOSEVELT, FRANKLIN Al 3110. Entre Av Ricardo Balbin Y Conesa, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,650000,31.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1944177673-alquiler-monoambiente-con-balcon-coghlan-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=2&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA2004582629,Alquiler Departamento 1 Ambiente Torre De Categoría! Amenities,"Av. Ricardo Balbin  Al 3200, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,650000,26.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2004582629-alquiler-departamento-1-ambiente-torre-de-categoria-amenities-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=3&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA3774344558,2 Amb Suite Toilette Balcón Frente Luminoso Pileta Sum Gym Laundry Excelente Ubicación.,"Franklin D. Roosevelt 3746, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,980000,50.0,,2,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3774344558-2-amb-suite-toilette-balcon-frente-luminoso-pileta-sum-gym-laundry-excelente-ubicacion-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=4&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA1967444985,Monoambiente A Estrenar Con Balcón Y Divisor | Piso Alto | Full Amenities | Coghlan,"Av. Dr. Ricardo Balbín 3241, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,800000,36.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1967444985-monoambiente-a-estrenar-con-balcon-y-divisor-piso-alto-full-amenities-coghlan-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=5&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA1937939893,Venta 2 Ambientes Con Cocina Independiente Y Lavadero. Lateral. Ugarte 3883,"Manuel Ugarte 3883, Coghlan, Capital Federal",Coghlan,Capital Federal,USD,75000,32.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1937939893-venta-2-ambientes-con-cocina-independiente-y-lavadero-lateral-ugarte-3883-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=6&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA1846807327,"Departamento 2 Ambientes En Alquiler En Coghlan, Caba","Monroe Al 3100. Entre Avenida Ricardo BalbÍn Y CapitÁn General RamÓn Freire, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,850000,37.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1846807327-departamento-2-ambientes-en-alquiler-en-coghlan-caba-_JM#polycard_client=search-desktop&price_drop=true&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=7&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA3739532246,Alquiler De 1 Ambiente En Coghlan Con Patio,"Roosevelt Al 3400, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,700000,30.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3739532246-alquiler-de-1-ambiente-en-coghlan-con-patio-_JM#polycard_client=search-desktop&price_drop=true&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=8&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA3601013714,Hermoso Departamento En Alquiler 2 Ambientes Amplios Con Balcon Y Cochera Fija En Belgrano!,"Conde 2543, Coghlan, Capital Federal",Coghlan,Capital Federal,USD,670,47.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3601013714-hermoso-departamento-en-alquiler-2-ambientes-amplios-con-balcon-y-cochera-fija-en-belgrano-_JM#polycard_client=search-desktop&float_highlight=not_apply&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=9&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA2040744175,Alquiler 2 Amb Patio Cochera Fija Y Baulera,"C. Manuela Pedraza 3864, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,1200000,42.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2040744175-alquiler-2-amb-patio-cochera-fija-y-baulera-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=10&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA2063543157,Departamento En Coghlan,"Washington Al 2500, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,850000,40.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2063543157-departamento-en-coghlan-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=11&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA2063353943,Coghlan. 1amb. Balcón. Piso Alto. Luminoso. Muy Buen Estado. Lavadero,"Manuel Ugarte Al 3883. Entre Estomba Y Romulo Naon, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,550000,23.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2063353943-coghlan-1amb-balcon-piso-alto-luminoso-muy-buen-estado-lavadero-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=12&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA1929156517,Venta Departamento Monoambiente En Coghlan - Balcón Con Parilla - Sum Y Pileta,"Crisólogo Larralde  Al 2900, Coghlan, Capital Federal",Coghlan,Capital Federal,USD,600,33.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-1929156517-venta-departamento-monoambiente-en-coghlan-balcon-con-parilla-sum-y-pileta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=13&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA3911025530,3 Amb A Metros De Estacion Coghlan,"Dr. Pedro Ignacio Rivera 3900, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,1150000,54.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-3911025530-3-amb-a-metros-de-estacion-coghlan-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=14&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA2039133985,Monoambiente A Estrenar Con Balcón Y Amenities Premium  Saavedra / Coghlan,"Crisólogo Larralde  Al 3900, Coghlan, Capital Federal",Coghlan,Capital Federal,USD,600,36.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2039133985-monoambiente-a-estrenar-con-balcon-y-amenities-premium-saavedra-coghlan-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=15&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA3898384560,Alquiler Amb Frente C/balcón Sum Parrilla Laundry En Coghlan,"SUPERI Al 2539. Entre Monroe Y Roosevelt, Franklin, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,700000,31.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3898384560-alquiler-amb-frente-cbalcon-sum-parrilla-laundry-en-coghlan-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=16&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA2020419431,Moderno Monoambiente En Alquiler,"Avda. Melian  Al 2800, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,900000,42.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-2020419431-moderno-monoambiente-en-alquiler-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=17&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA1910984439,Departamento 2 Ambientes Alquiler Coghlan Balcon Lavadero  Cochera Opcional,"Washington Al 2500, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,1000000,40.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-1910984439-departamento-2-ambientes-alquiler-coghlan-balcon-lavadero-cochera-opcional-_JM#polycard_client=search-desktop&price_drop=true&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=18&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA1871603657,"Departamento De 3 Ambientes Con 2 Baños, Balcón Aterrazado, Cochera Fija Y Cubierta.","Av. R. Balbin Al 2600, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,1700000,66.0,,2,3,departamento,https://departamento.mercadolibre.com.ar/MLA-1871603657-departamento-de-3-ambientes-con-2-banos-balcon-aterrazado-cochera-fija-y-cubierta-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=19&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA3567494592,"Departamento  En Alquiler En Coghlan, Capital Federal, Buenos Aires","Avenida Balbín 2800, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,650000,28.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3567494592-departamento-en-alquiler-en-coghlan-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=20&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA2013462743,¡imperdible! 3 Ambientes Con Balcón Aterrazado En Alquiler,"Roque Pérez 2519, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,1500000,47.0,,1,3,departamento,https://departamento.mercadolibre.com.ar/MLA-2013462743-imperdible-3-ambientes-con-balcon-aterrazado-en-alquiler-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=21&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA3810147772,Alquiler Departamento 2 Ambientes En Coghlan,"Tronador 2600, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,600000,49.0,,1,2,departamento,https://departamento.mercadolibre.com.ar/MLA-3810147772-alquiler-departamento-2-ambientes-en-coghlan-_JM#polycard_client=search-desktop&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=22&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA3898395304,Alquiler Departamento Monoambiente Con Balcón En Coghlan,"Av Monroe Al 3100, Coghlan, Capital Federal",Coghlan,Capital Federal,ARS,750000,30.0,,1,1,departamento,https://departamento.mercadolibre.com.ar/MLA-3898395304-alquiler-departamento-monoambiente-con-balcon-en-coghlan-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=23&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
MLA2063638775,Alquiler Departamento 2 Ambientes Coghlan Duplex,"Tronador Al 3400, Coghlan, Capital Federal",Coghlan,Capital Federal,USD,2000,77.0,,2,2,departamento,https://departamento.mercadolibre.com.ar/MLA-2063638775-alquiler-departamento-2-ambientes-coghlan-duplex-_JM#polycard_client=search-desktop&float_highlight=recent_publication&price_drop=not_apply&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=24&type=item&tracking_id=75416f94-3d63-4dd4-8e87-a15cff188a93&sid=search
